"","YearStart","LocationDesc","Class","Question","Data_Value","StratificationCategory1","Stratification1"
"3133",2014,"Ohio","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32,"Race/Ethnicity","Non-Hispanic White"
"3134",2014,"Ohio","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",41.9,"Race/Ethnicity","Non-Hispanic Black"
"3135",2014,"Ohio","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.5,"Race/Ethnicity","Hispanic"
"3136",2014,"Ohio","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",7.8,"Race/Ethnicity","Asian"
"3137",2014,"Ohio","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"3138",2014,"Ohio","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",40.7,"Race/Ethnicity","American Indian/Alaska Native"
"3139",2014,"Ohio","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",41.6,"Race/Ethnicity","2 or more races"
"3140",2014,"Ohio","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.2,"Race/Ethnicity","Other"
"3141",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.2,"Total","Total"
"3142",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.1,"Gender","Male"
"3143",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.9,"Education","Less than high school"
"3144",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.9,"Education","High school graduate"
"3145",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.9,"Education","Some college or technical school"
"3146",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.6,"Education","College graduate"
"3147",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.2,"Age (years)","18 - 24"
"3148",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.8,"Age (years)","25 - 34"
"3149",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.7,"Age (years)","35 - 44"
"3150",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.6,"Age (years)","45 - 54"
"3151",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.7,"Age (years)","55 - 64"
"3152",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.8,"Age (years)","65 or older"
"3153",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35,"Income","Less than $15,000"
"3154",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35,"Income","$15,000 - $24,999"
"3155",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.3,"Income","$25,000 - $34,999"
"3156",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.5,"Income","$35,000 - $49,999"
"3157",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.3,"Income","$50,000 - $74,999"
"3158",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.3,"Income","$75,000 or greater"
"3159",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.3,"Income","Data not reported"
"3160",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31,"Race/Ethnicity","Non-Hispanic White"
"3161",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",45.5,"Race/Ethnicity","Non-Hispanic Black"
"3162",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.6,"Race/Ethnicity","Hispanic"
"3163",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",4.4,"Race/Ethnicity","Asian"
"3164",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"3165",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.5,"Race/Ethnicity","American Indian/Alaska Native"
"3166",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.4,"Race/Ethnicity","2 or more races"
"3167",2012,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"3168",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.5,"Total","Total"
"3169",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.9,"Gender","Male"
"3170",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.2,"Gender","Female"
"3171",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.6,"Education","Less than high school"
"3172",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.9,"Education","High school graduate"
"3173",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.6,"Education","Some college or technical school"
"3174",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.3,"Education","College graduate"
"3175",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25,"Age (years)","18 - 24"
"3176",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.9,"Age (years)","25 - 34"
"3177",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.4,"Age (years)","35 - 44"
"3178",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",40.1,"Age (years)","45 - 54"
"3179",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.1,"Age (years)","55 - 64"
"3180",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.9,"Age (years)","65 or older"
"3181",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.4,"Income","Less than $15,000"
"3182",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.6,"Income","$15,000 - $24,999"
"3183",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.9,"Income","$25,000 - $34,999"
"3184",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32,"Income","$35,000 - $49,999"
"3185",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.3,"Income","$50,000 - $74,999"
"3186",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.3,"Income","$75,000 or greater"
"3187",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26,"Income","Data not reported"
"3188",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.6,"Race/Ethnicity","Non-Hispanic White"
"3189",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.8,"Race/Ethnicity","Non-Hispanic Black"
"3190",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.4,"Race/Ethnicity","Hispanic"
"3191",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",18.3,"Race/Ethnicity","Asian"
"3192",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"3193",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",41.3,"Race/Ethnicity","American Indian/Alaska Native"
"3194",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.9,"Race/Ethnicity","2 or more races"
"3195",2013,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"3196",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.7,"Age (years)","35 - 44"
"3197",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",40,"Age (years)","45 - 54"
"3198",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33,"Total","Total"
"3199",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.5,"Gender","Male"
"3200",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.5,"Gender","Female"
"3201",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.3,"Education","Less than high school"
"3202",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.3,"Education","High school graduate"
"3203",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.6,"Education","Some college or technical school"
"3204",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.4,"Education","College graduate"
"3205",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.6,"Age (years)","18 - 24"
"3206",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.4,"Age (years)","25 - 34"
"3207",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",40,"Age (years)","55 - 64"
"3208",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.9,"Age (years)","65 or older"
"3209",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.9,"Income","Less than $15,000"
"3210",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.5,"Income","$15,000 - $24,999"
"3211",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.5,"Income","$25,000 - $34,999"
"3212",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.9,"Income","$35,000 - $49,999"
"3213",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.3,"Income","$50,000 - $74,999"
"3214",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.8,"Income","$75,000 or greater"
"3215",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.7,"Income","Data not reported"
"3216",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.9,"Race/Ethnicity","Non-Hispanic White"
"3217",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.4,"Race/Ethnicity","Non-Hispanic Black"
"3218",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.5,"Race/Ethnicity","Hispanic"
"3219",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",7.6,"Race/Ethnicity","Asian"
"3220",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"3221",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.4,"Race/Ethnicity","American Indian/Alaska Native"
"3222",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.3,"Race/Ethnicity","2 or more races"
"3223",2014,"Oklahoma","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"3224",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.4,"Race/Ethnicity","Hispanic"
"3225",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.3,"Total","Total"
"3226",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.4,"Gender","Male"
"3227",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.3,"Gender","Female"
"3228",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.4,"Education","Less than high school"
"3229",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.3,"Education","High school graduate"
"3230",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28,"Education","Some college or technical school"
"3231",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",19.3,"Education","College graduate"
"3232",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",12.9,"Age (years)","18 - 24"
"3233",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28,"Age (years)","25 - 34"
"3234",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.5,"Age (years)","35 - 44"
"3235",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.1,"Age (years)","45 - 54"
"3236",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.9,"Age (years)","55 - 64"
"3237",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.4,"Age (years)","65 or older"
"3238",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.1,"Income","Less than $15,000"
"3239",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.6,"Income","$15,000 - $24,999"
"3240",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.9,"Income","$25,000 - $34,999"
"3241",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.2,"Income","$35,000 - $49,999"
"3242",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.6,"Income","$50,000 - $74,999"
"3243",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.1,"Income","$75,000 or greater"
"3244",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.1,"Income","Data not reported"
"3245",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.7,"Race/Ethnicity","Non-Hispanic White"
"3246",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Non-Hispanic Black"
"3247",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",12.7,"Race/Ethnicity","Asian"
"3248",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"3249",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","American Indian/Alaska Native"
"3250",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.9,"Race/Ethnicity","2 or more races"
"3251",2012,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"3252",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.5,"Total","Total"
"3253",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28,"Gender","Male"
"3254",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25,"Gender","Female"
"3255",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.4,"Education","Less than high school"
"3256",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.4,"Education","High school graduate"
"3257",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.2,"Education","Some college or technical school"
"3258",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",17.9,"Education","College graduate"
"3259",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",10,"Age (years)","18 - 24"
"3260",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.2,"Age (years)","25 - 34"
"3261",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.6,"Age (years)","35 - 44"
"3262",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.4,"Age (years)","45 - 54"
"3263",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31,"Age (years)","55 - 64"
"3264",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26,"Age (years)","65 or older"
"3265",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.4,"Income","Less than $15,000"
"3266",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.1,"Income","$15,000 - $24,999"
"3267",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.7,"Income","$25,000 - $34,999"
"3268",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.2,"Income","$35,000 - $49,999"
"3269",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29,"Income","$50,000 - $74,999"
"3270",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.1,"Income","$75,000 or greater"
"3271",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.8,"Income","Data not reported"
"3272",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.9,"Race/Ethnicity","Non-Hispanic White"
"3273",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Non-Hispanic Black"
"3274",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.1,"Race/Ethnicity","Hispanic"
"3275",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",5.6,"Race/Ethnicity","Asian"
"3276",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"3277",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","American Indian/Alaska Native"
"3278",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.8,"Race/Ethnicity","2 or more races"
"3279",2013,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"3280",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.9,"Total","Total"
"3281",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.1,"Gender","Male"
"3282",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.7,"Gender","Female"
"3283",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.8,"Education","Less than high school"
"3284",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.2,"Education","High school graduate"
"3285",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.7,"Education","Some college or technical school"
"3286",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",20.2,"Education","College graduate"
"3287",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",13.4,"Age (years)","18 - 24"
"3288",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.7,"Age (years)","25 - 34"
"3289",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.4,"Age (years)","35 - 44"
"3290",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.1,"Age (years)","45 - 54"
"3291",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.2,"Age (years)","55 - 64"
"3292",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.1,"Age (years)","65 or older"
"3293",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.5,"Income","Less than $15,000"
"3294",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.2,"Income","$15,000 - $24,999"
"3295",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25,"Income","$25,000 - $34,999"
"3296",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.3,"Income","$35,000 - $49,999"
"3297",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.3,"Income","$50,000 - $74,999"
"3298",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.3,"Income","$75,000 or greater"
"3299",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.5,"Income","Data not reported"
"3300",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.4,"Race/Ethnicity","Non-Hispanic White"
"3301",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Non-Hispanic Black"
"3302",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.6,"Race/Ethnicity","Hispanic"
"3303",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",8.5,"Race/Ethnicity","Asian"
"3304",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"3305",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","American Indian/Alaska Native"
"3306",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.6,"Race/Ethnicity","2 or more races"
"3307",2014,"Oregon","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"3308",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.1,"Total","Total"
"3309",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.9,"Gender","Male"
"3310",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.2,"Gender","Female"
"3311",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.1,"Education","Less than high school"
"3312",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33,"Education","High school graduate"
"3313",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.4,"Education","Some college or technical school"
"3314",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.7,"Education","College graduate"
"3315",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",18.5,"Age (years)","18 - 24"
"3316",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.8,"Age (years)","25 - 34"
"3317",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.4,"Age (years)","35 - 44"
"3318",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.9,"Age (years)","45 - 54"
"3319",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.5,"Age (years)","55 - 64"
"3320",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.3,"Age (years)","65 or older"
"3321",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.4,"Income","Less than $15,000"
"3322",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.8,"Income","$15,000 - $24,999"
"3323",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.9,"Income","$25,000 - $34,999"
"3324",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.6,"Income","$35,000 - $49,999"
"3325",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.1,"Income","$50,000 - $74,999"
"3326",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",22.9,"Income","$75,000 or greater"
"3327",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.9,"Income","Data not reported"
"3328",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.4,"Race/Ethnicity","Non-Hispanic White"
"3329",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.6,"Race/Ethnicity","Non-Hispanic Black"
"3330",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36,"Race/Ethnicity","Hispanic"
"3331",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",9,"Race/Ethnicity","Asian"
"3332",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"3333",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",18.4,"Race/Ethnicity","American Indian/Alaska Native"
"3334",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.1,"Race/Ethnicity","2 or more races"
"3335",2012,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"3336",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30,"Total","Total"
"3337",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.3,"Gender","Male"
"3338",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.7,"Gender","Female"
"3339",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.1,"Education","Less than high school"
"3340",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.4,"Education","High school graduate"
"3341",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.1,"Education","Some college or technical school"
"3342",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21,"Education","College graduate"
"3343",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",14.9,"Age (years)","18 - 24"
"3344",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.8,"Age (years)","25 - 34"
"3345",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.5,"Age (years)","35 - 44"
"3346",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.2,"Age (years)","45 - 54"
"3347",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.7,"Age (years)","55 - 64"
"3348",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.1,"Age (years)","65 or older"
"3349",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34,"Income","Less than $15,000"
"3350",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.3,"Income","$15,000 - $24,999"
